Collection site,name0,name1,Al1,Al2,Al3,Al4,Al5,Al6,Al7,Old prob,Cluster
Saharafarms,21.1RGQL,21.1RG,168,146,175,164,203,235,137,0.957378724,QL2017
Beerwah2,207.4RGQL,207.4RG,157,143,175,134,210,231,137,0.957306982,QL2017
Mololahvalley,111.2RGQL,111.2RG,168,146,175,154,215,231,140,0.957176223,QL2017
Saharafarms,414.1RGQL,414.1RG,166,146,175,150,201,233,149,0.957131758,QL2017
Mololahvalley,61.2RGQL,61.2RG,159,146,175,178,210,235,153,0.957091305,QL2017
Beerwah2,40.4RGQL,40.4RG,168,146,184,134,205,235,140,0.956637262,QL2017
Beerwah2,420.4RGQL,420.4RG,159,143,181,152,205,235,149,0.956612242,QL2017
Saharafarms,413.1RGQL,413.1RG,157,152,175,150,203,233,153,0.956593809,QL2017
Mololahvalley,114.2RGQL,114.2RG,157,146,175,150,206,233,149,0.956241978,QL2017
Beerwah1,382.3RGQL,382.3RG,157,146,175,132,210,231,137,0.955947123,QL2017
Saharafarms,37.1RGQL,37.1RG,170,143,175,154,203,231,149,0.955930242,QL2017
Beerwah1,101.3RGQL,101.3RG,157,143,175,150,212,231,137,0.955535762,QL2017
Saharafarms,441.1RGQL,441.1RG,159,143,181,150,203,231,140,0.955534898,QL2017
Beerwah1,410.3RGQL,410.3RG,170,143,184,150,203,233,137,0.955434817,QL2017
Mololahvalley,75.2RGQL,75.2RG,161,143,175,154,212,235,149,0.955392127,QL2017
Beerwah1,67.3RGQL,67.3RG,168,146,184,150,209,233,153,0.955318153,QL2017
Beerwah2,169.4RGQL,169.4RG,159,143,178,154,210,233,149,0.955278645,QL2017
Beerwah3,171.5RGQL,171.5RG,159,146,175,174,201,233,149,0.955277923,QL2017
Beerwah3,182.5RGQL,182.5RG,159,146,175,174,201,233,149,0.955277923,QL2017
Saharafarms,443.1RGQL,443.1RG,168,143,175,154,209,233,157,0.955103282,QL2017
Saharafarms,220.1RGQL,220.1RG,168,152,175,152,212,233,153,0.95495476,QL2017
Beerwah3,170.5RGQL,170.5RG,157,146,184,158,203,233,137,0.954900663,QL2017
Beerwah2,347.4RGQL,347.4RG,159,146,178,150,209,233,137,0.954450176,QL2017
Mololahvalley,113.2RGQL,113.2RG,157,146,184,156,203,233,149,0.954437406,QL2017
Beerwah1,310.3RGQL,310.3RG,168,146,178,132,201,235,149,0.954409327,QL2017
Mololahvalley,249.2RGQL,249.2RG,168,146,175,152,197,233,140,0.954175153,QL2017
Beerwah3,128.5RGQL,128.5RG,157,152,175,154,212,233,137,0.954110854,QL2017
Mololahvalley,116.2RGQL,116.2RG,161,146,184,150,203,235,153,0.953973943,QL2017
Beerwah1,460.3RGQL,460.3RG,168,143,178,152,210,235,140,0.953867688,QL2017
Saharafarms,406.1RGQL,406.1RG,159,152,175,156,203,233,140,0.953801796,QL2017
Beerwah1,324.3RGQL,324.3RG,170,146,184,150,201,235,140,0.95372271,QL2017
Beerwah3,84.5RGQL,84.5RG,159,146,175,132,210,231,153,0.953101002,QL2017
Beerwah1,411.3RGQL,411.3RG,159,143,184,152,199,235,153,0.953071601,QL2017
Mololahvalley,379.2RGQL,379.2RG,170,146,178,152,203,235,137,0.953046175,QL2017
Beerwah2,411.4RGQL,411.4RG,168,143,178,134,203,235,140,0.952990278,QL2017
Beerwah2,54.4RGQL,54.4RG,159,146,175,134,221,235,137,0.952934925,QL2017
Beerwah2,157.4RGQL,157.4RG,168,146,175,168,203,231,137,0.952877079,QL2017
Beerwah3,150.5RGQL,150.5RG,168,143,175,132,205,233,149,0.952846276,QL2017
Saharafarms,399.1RGQL,399.1RG,159,146,184,134,209,235,153,0.95283044,QL2017
Beerwah2,200.4RGQL,200.4RG,161,146,175,156,201,235,149,0.952827458,QL2017
Saharafarms,26.1RGQL,26.1RG,157,146,175,154,199,231,137,0.952658907,QL2017
Saharafarms,278.1RGQL,278.1RG,159,146,184,152,209,235,157,0.952507996,QL2017
Mololahvalley,424.2RGQL,424.2RG,159,143,178,152,209,233,149,0.952388593,QL2017
Beerwah2,71.4RGQL,71.4RG,157,152,184,154,203,235,140,0.952385865,QL2017
Beerwah2,326.4RGQL,326.4RG,168,146,175,180,205,235,137,0.95236146,QL2017
Mololahvalley,541.2RGQL,541.2RG,157,143,175,132,212,233,140,0.952207164,QL2017
Beerwah1,80.3RGQL,80.3RG,159,143,181,152,206,235,137,0.952015392,QL2017
Beerwah2,113.4RGQL,113.4RG,157,143,175,152,199,235,153,0.951919115,QL2017
Mololahvalley,476.2RGQL,476.2RG,159,143,184,180,203,235,153,0.951723238,QL2017
Beerwah1,209.3RGQL,209.3RG,168,146,175,166,203,233,137,0.951615101,QL2017
Mololahvalley,299.2RGQL,299.2RG,168,143,175,154,212,233,157,0.951472046,QL2017
Beerwah3,94.5RGQL,94.5RG,168,143,184,132,203,231,140,0.951467195,QL2017
Saharafarms,296.1RGQL,296.1RG,170,143,175,134,201,235,149,0.951429713,QL2017
Saharafarms,41.1RGQL,41.1RG,168,143,184,158,203,233,137,0.951042243,QL2017
Mololahvalley,27.2RGQL,27.2RG,159,146,181,152,215,233,137,0.951011913,QL2017
Mololahvalley,193.2RGQL,193.2RG,168,146,175,134,210,231,149,0.950748025,QL2017
Saharafarms,40.1RGQL,40.1RG,157,143,178,154,203,235,153,0.950652088,QL2017
Saharafarms,10.1RGQL,10.1RG,168,146,175,132,205,235,153,0.950582687,QL2017
Beerwah1,428.3RGQL,428.3RG,159,143,184,154,195,235,149,0.950521861,QL2017
Beerwah1,207.3RGQL,207.3RG,159,143,184,150,205,233,149,0.950339865,QL2017
Saharafarms,358.1RGQL,358.1RG,159,143,175,132,215,233,137,0.950290021,QL2017
Beerwah2,388.4RGQL,388.4RG,168,146,175,134,209,231,140,0.950144293,QL2017
Mololahvalley,454.2RGQL,454.2RG,159,143,175,152,206,233,157,0.95010196,QL2017
Beerwah1,424.3QL,424.3,157,143,184,152,199,233,137,0.949963714,QL2017
Saharafarms,83.1QL,83.1,161,146,184,132,201,235,140,0.949944764,QL2017
Beerwah1,244.3QL,244.3,157,146,175,152,201,233,160,0.949925205,QL2017
Beerwah2,355.4QL,355.4,157,146,175,150,215,233,137,0.94939484,QL2017
Saharafarms,455.1QL,455.1,159,146,184,132,210,233,153,0.949284872,QL2017
Beerwah2,60.4QL,60.4,168,143,178,150,203,233,149,0.949213955,QL2017
Saharafarms,485.1QL,485.1,157,143,175,150,205,233,149,0.949122099,QL2017
Saharafarms,298.1QL,298.1,157,146,175,150,210,231,140,0.949041652,QL2017
Beerwah3,233.5QL,233.5,159,146,184,134,212,235,153,0.949020328,QL2017
Mololahvalley,273.2QL,273.2,168,146,184,132,210,233,140,0.94892936,QL2017
Mololahvalley,281.2QL,281.2,159,152,184,134,203,233,140,0.948878749,QL2017
Mololahvalley,293.2QL,293.2,157,143,175,178,203,233,153,0.948718427,QL2017
Beerwah1,61.3QL,61.3,159,143,178,152,212,233,149,0.948543764,QL2017
Mololahvalley,290.2QL,290.2,157,143,184,156,203,235,137,0.948392869,QL2017
Mololahvalley,389.2QL,389.2,168,132,175,152,203,233,149,0.948094553,QL2017
Saharafarms,475.1QL,475.1,166,143,175,154,201,235,149,0.948068961,QL2017
Beerwah2,404.4QL,404.4,159,146,184,150,205,235,153,0.947959273,QL2017
Beerwah1,185.3QL,185.3,161,146,184,150,203,233,153,0.947762585,QL2017
Beerwah2,391.4QL,391.4,159,143,175,178,205,233,137,0.947651986,QL2017
Beerwah3,248.5QL,248.5,159,143,175,132,205,235,153,0.947626569,QL2017
Beerwah3,343.5QL,343.5,159,143,175,132,205,235,153,0.947626569,QL2017
Beerwah3,406.5QL,406.5,159,143,175,132,205,235,153,0.947626569,QL2017
Saharafarms,173.1QL,173.1,161,143,175,154,203,233,157,0.947512388,QL2017
Mololahvalley,112.2QL,112.2,159,146,175,178,201,235,157,0.947458863,QL2017
Beerwah2,132.4QL,132.4,157,143,184,154,210,235,149,0.947428417,QL2017
Beerwah3,207.5QL,207.5,157,143,184,152,212,235,153,0.947330756,QL2017
Saharafarms,36.1QL,36.1,159,132,184,152,203,235,137,0.947137915,QL2017
Mololahvalley,478.2QL,478.2,168,146,184,154,195,233,149,0.947021293,QL2017
Beerwah2,244.4QL,244.4,157,143,178,150,203,235,137,0.947010461,QL2017
Beerwah2,21.4QL,21.4,159,143,181,150,201,231,140,0.94693681,QL2017
Beerwah1,223.3QL,223.3,159,143,175,178,203,231,149,0.94684795,QL2017
Mololahvalley,64.2QL,64.2,168,146,184,134,210,233,149,0.946745837,QL2017
Beerwah2,414.4QL,414.4,163,146,184,152,203,235,137,0.946742256,QL2017
Mololahvalley,231.2QL,231.2,163,146,184,152,203,235,137,0.946742256,QL2017
Saharafarms,367.1QL,367.1,163,146,184,152,203,235,137,0.946742256,QL2017
Mololahvalley,271.2QL,271.2,159,152,175,150,210,235,137,0.946370761,QL2017
Saharafarms,164.1QL,164.1,159,152,175,150,210,235,137,0.946370761,QL2017
Saharafarms,302.1QL,302.1,166,146,184,154,203,233,137,0.946137933,QL2017
Saharafarms,323.1QL,323.1,168,152,175,134,203,235,149,0.946109678,QL2017
Beerwah1,379.3QL,379.3,159,152,181,152,203,235,140,0.946024206,QL2017
Beerwah1,490.3QL,490.3,157,143,184,180,201,235,137,0.945886845,QL2017
Saharafarms,62.1QL,62.1,168,143,181,154,201,231,149,0.945790077,QL2017
Saharafarms,86.1QL,86.1,164,146,175,154,203,233,137,0.945731386,QL2017
Beerwah3,309.5QL,309.5,159,143,181,152,206,233,137,0.945547342,QL2017
Beerwah3,372.5QL,372.5,159,143,181,152,206,233,137,0.945547342,QL2017
Mololahvalley,132.2QL,132.2,159,146,175,150,215,235,149,0.945502492,QL2017
Mololahvalley,37.2QL,37.2,159,143,184,154,209,231,140,0.945488598,QL2017
Beerwah2,224.4QL,224.4,159,146,184,152,195,231,140,0.945341676,QL2017
Saharafarms,122.1QL,122.1,168,146,175,150,195,235,149,0.94533492,QL2017
Mololahvalley,434.2QL,434.2,168,146,184,154,199,233,140,0.945132515,QL2017
Beerwah3,255.5QL,255.5,157,143,175,150,203,235,157,0.944999204,QL2017
Mololahvalley,277.2QL,277.2,168,146,178,132,203,233,140,0.944960479,QL2017
Beerwah2,401.4QL,401.4,161,143,175,152,209,235,149,0.94490223,QL2017
Beerwah3,9.5QL,9.5,170,143,175,134,201,233,149,0.944885026,QL2017
Beerwah1,8.3QL,8.3,157,143,175,158,201,235,140,0.944809437,QL2017
Mololahvalley,422.2QL,422.2,157,146,175,152,209,233,157,0.944785869,QL2017
Beerwah1,427.3QL,427.3,159,143,175,178,201,231,153,0.944773181,QL2017
Beerwah3,146.5QL,146.5,159,152,175,152,212,231,137,0.944710734,QL2017
Beerwah3,241.5QL,241.5,159,152,175,152,212,231,137,0.944710734,QL2017
Beerwah1,147.3QL,147.3,157,143,181,152,210,233,137,0.944669621,QL2017
Beerwah2,274.4QL,274.4,168,146,184,150,212,233,149,0.944549295,QL2017
Beerwah1,136.3QL,136.3,159,146,181,154,206,233,137,0.944292403,QL2017
Mololahvalley,520.2QL,520.2,157,146,181,150,201,235,149,0.944276205,QL2017
Saharafarms,63.1QL,63.1,159,143,178,152,201,235,157,0.943925135,QL2017
Saharafarms,212.1QL,212.1,159,143,178,152,201,235,157,0.943925135,QL2017
Mololahvalley,173.2QL,173.2,159,146,175,150,199,235,153,0.943780768,QL2017
Saharafarms,393.1QL,393.1,157,143,175,150,206,233,137,0.943755276,QL2017
Mololahvalley,285.2QL,285.2,168,143,175,154,210,233,157,0.94370388,QL2017
Saharafarms,477.1QL,477.1,159,143,175,154,221,235,140,0.943489652,QL2017
Beerwah3,246.5QL,246.5,159,143,175,152,199,231,149,0.943451953,QL2017
Mololahvalley,511.2QL,511.2,159,152,175,150,203,231,140,0.942890872,QL2017
Mololahvalley,324.2QL,324.2,159,143,184,134,209,233,140,0.942878002,QL2017
Saharafarms,181.1QL,181.1,157,146,184,154,209,235,149,0.942757596,QL2017
Saharafarms,303.1QL,303.1,170,146,184,154,203,235,149,0.942659281,QL2017
Saharafarms,174.1QL,174.1,161,146,175,134,203,231,140,0.941740833,QL2017
Beerwah3,102.5QL,102.5,168,146,175,168,201,235,153,0.941592098,QL2017
Saharafarms,186.1QL,186.1,170,143,175,152,203,231,149,0.941184453,QL2017
Beerwah1,97.3QL,97.3,157,143,178,154,201,235,153,0.941139255,QL2017
Mololahvalley,329.2QL,329.2,157,143,175,152,215,235,140,0.940866167,QL2017
Mololahvalley,532.2QL,532.2,161,146,175,152,199,235,137,0.940736411,QL2017
Beerwah1,422.3QL,422.3,168,143,175,134,209,233,153,0.940493665,QL2017
Beerwah1,358.3QL,358.3,168,146,178,134,201,233,153,0.940377616,QL2017
Beerwah2,11.4QL,11.4,161,143,178,154,201,233,137,0.939694153,QL2017
Saharafarms,101.1QL,101.1,161,143,175,152,195,233,137,0.939649762,QL2017
Saharafarms,213.1QL,213.1,157,143,175,132,209,233,137,0.938879283,QL2017
Beerwah3,158.5QL,158.5,157,152,175,152,212,233,137,0.938776045,QL2017
Beerwah3,237.5QL,237.5,157,152,175,152,212,233,137,0.938776045,QL2017
Mololahvalley,205.2QL,205.2,159,146,184,152,215,233,153,0.93863835,QL2017
Saharafarms,445.1QL,445.1,159,146,184,152,215,233,153,0.93863835,QL2017
Saharafarms,274.1QL,274.1,159,143,181,150,203,231,137,0.938537111,QL2017
Beerwah1,309.3QL,309.3,159,146,181,132,203,235,149,0.937386136,QL2017
Beerwah3,117.5QL,117.5,159,143,175,180,209,233,137,0.937290533,QL2017
Beerwah3,168.5QL,168.5,157,146,175,152,215,233,153,0.937143249,QL2017
Mololahvalley,341.2QL,341.2,159,132,184,152,201,235,137,0.936970396,QL2017
Beerwah1,376.3QL,376.3,168,143,175,134,210,231,137,0.936746137,QL2017
Mololahvalley,23.2QL,23.2,168,143,175,134,210,231,137,0.936746137,QL2017
Beerwah1,467.3QL,467.3,168,143,184,152,205,231,137,0.936568684,QL2017
Beerwah2,167.4QL,167.4,161,152,175,154,201,233,140,0.93656249,QL2017
Beerwah1,359.3QL,359.3,163,146,184,152,201,235,137,0.936501218,QL2017
Beerwah1,289.3QL,289.3,168,143,175,152,206,231,140,0.936488853,QL2017
Mololahvalley,263.2QL,263.2,159,146,184,168,201,233,140,0.936413193,QL2017
Mololahvalley,358.2QL,358.2,161,143,175,152,205,235,140,0.93618824,QL2017
Beerwah3,30.5QL,30.5,159,143,178,150,203,233,153,0.936040952,QL2017
Mololahvalley,458.2QL,458.2,168,146,178,134,203,235,140,0.935854844,QL2017
Beerwah3,12.5QL,12.5,168,146,175,158,203,235,153,0.935809238,QL2017
Mololahvalley,34.2QL,34.2,157,146,175,134,205,235,140,0.935739654,QL2017
Beerwah2,119.4QL,119.4,168,152,175,150,203,233,153,0.935701202,QL2017
Mololahvalley,336.2QL,336.2,159,146,175,156,205,233,140,0.935668578,QL2017
Beerwah2,90.4QL,90.4,157,143,175,180,203,233,149,0.935603083,QL2017
Beerwah3,180.5QL,180.5,157,143,184,132,201,235,149,0.935598749,QL2017
Saharafarms,435.1QL,435.1,168,146,181,152,209,233,140,0.935459222,QL2017
Beerwah2,175.4QL,175.4,159,146,181,152,209,235,149,0.935153906,QL2017
Beerwah1,390.3QL,390.3,170,146,175,154,209,233,137,0.935135898,QL2017
Beerwah3,66.5QL,66.5,168,146,181,134,203,233,149,0.935033541,QL2017
Saharafarms,334.1QL,334.1,168,146,175,154,206,231,140,0.93503241,QL2017
Beerwah3,296.5QL,296.5,168,143,184,154,210,231,137,0.934753526,QL2017
Beerwah3,359.5QL,359.5,168,143,184,154,210,231,137,0.934753526,QL2017
Beerwah3,334.5QL,334.5,168,146,175,152,201,235,160,0.934663679,QL2017
Beerwah3,397.5QL,397.5,168,146,175,152,201,235,160,0.934663679,QL2017
Beerwah2,329.4QL,329.4,159,146,181,152,206,235,137,0.93453698,QL2017
Mololahvalley,539.2QL,539.2,159,146,184,132,205,235,137,0.934482362,QL2017
Beerwah3,130.5QL,130.5,159,146,175,134,205,231,140,0.934183469,QL2017
Mololahvalley,131.2QL,131.2,170,146,175,152,201,233,157,0.934069359,QL2017
Mololahvalley,176.2QL,176.2,159,146,184,182,201,235,140,0.933680377,QL2017
Mololahvalley,245.2QL,245.2,161,146,178,152,203,233,140,0.933423475,QL2017
Beerwah1,288.3QL,288.3,168,146,184,158,203,233,137,0.933221973,QL2017
Beerwah3,209.5QL,209.5,168,143,184,180,203,235,137,0.932856534,QL2017
Beerwah1,105.3QL,105.3,157,146,184,178,201,235,137,0.932569417,QL2017
Beerwah1,262.3QL,262.3,157,146,184,178,201,235,137,0.932569417,QL2017
Beerwah1,470.3QL,470.3,157,146,184,178,201,235,137,0.932569417,QL2017
Beerwah2,162.4QL,162.4,159,146,184,150,205,233,149,0.932273169,QL2017
Beerwah2,280.4QL,280.4,159,143,175,156,212,235,137,0.932093557,QL2017
Beerwah1,108.3QL,108.3,159,146,184,152,209,231,153,0.931913492,QL2017
Beerwah1,236.3QL,236.3,159,146,184,178,203,233,153,0.931740692,QL2017
Mololahvalley,274.2QL,274.2,168,143,184,134,210,233,137,0.931647659,QL2017
Beerwah2,301.4QL,301.4,157,143,184,152,212,233,149,0.931462151,QL2017
Beerwah3,275.5QL,275.5,159,143,175,134,199,235,137,0.931416288,QL2017
Beerwah3,340.5QL,340.5,159,146,184,150,210,231,137,0.931321111,QL2017
Beerwah3,403.5QL,403.5,159,146,184,150,210,231,137,0.931321111,QL2017
Beerwah1,126.3QL,126.3,159,146,175,154,221,233,149,0.93109144,QL2017
Saharafarms,94.1QL,94.1,159,146,175,180,203,231,153,0.930910733,QL2017
Saharafarms,51.1QL,51.1,166,143,175,152,201,235,149,0.930789477,QL2017
Beerwah1,348.3QL,348.3,168,146,178,150,203,233,149,0.930752791,QL2017
Beerwah2,61.4QL,61.4,157,143,175,154,215,233,137,0.930559365,QL2017
Beerwah3,134.5QL,134.5,159,146,175,152,221,235,153,0.929435591,QL2017
Beerwah2,286.4QL,286.4,157,146,181,150,201,235,140,0.929383987,QL2017
Beerwah2,230.4QL,230.4,159,146,181,152,210,235,153,0.92924555,QL2017
Beerwah3,65.5QL,65.5,159,152,175,154,212,233,140,0.928929775,QL2017
Beerwah2,381.4QL,381.4,159,143,175,156,209,233,137,0.928727588,QL2017
Saharafarms,418.1QL,418.1,170,146,175,154,210,235,137,0.928399307,QL2017
Mololahvalley,185.2QL,185.2,163,146,175,154,203,233,140,0.928164774,QL2017
Mololahvalley,399.2QL,399.2,157,152,175,134,203,233,137,0.927721293,QL2017
Saharafarms,132.1QL,132.1,159,143,175,152,206,231,149,0.927669125,QL2017
Beerwah2,145.4QL,145.4,161,146,175,132,201,231,137,0.927503724,QL2017
Saharafarms,520.1QL,520.1,157,143,175,154,195,233,140,0.927134905,QL2017
Saharafarms,282.1QL,282.1,170,143,175,132,201,233,137,0.927061286,QL2017
Mololahvalley,140.2QL,140.2,168,143,175,158,201,233,149,0.927005566,QL2017
Saharafarms,495.1QL,495.1,168,143,175,180,203,235,153,0.926844652,QL2017
Beerwah2,316.4QL,316.4,159,143,181,150,203,235,149,0.926783399,QL2017
Mololahvalley,497.2QL,497.2,157,146,184,132,201,231,137,0.926387913,QL2017
Beerwah2,333.4QL,333.4,157,146,184,180,201,235,137,0.926263986,QL2017
Mololahvalley,139.2QL,139.2,168,146,175,134,205,233,153,0.925941299,QL2017
Beerwah1,293.3QL,293.3,168,143,175,154,195,233,153,0.925912739,QL2017
Beerwah2,15.4QL,15.4,168,143,175,154,195,233,153,0.925912739,QL2017
Mololahvalley,383.2QL,383.2,159,146,184,134,212,235,140,0.925871034,QL2017
Beerwah3,25.5QL,25.5,159,146,181,152,206,233,137,0.925806276,QL2017
Saharafarms,356.1QL,356.1,168,146,175,134,212,231,137,0.925670186,QL2017
Beerwah2,361.4QL,361.4,168,143,184,156,201,233,140,0.925275822,QL2017
Beerwah3,139.5QL,139.5,159,143,175,132,206,233,137,0.924727903,QL2017
Beerwah3,268.5QL,268.5,161,146,181,152,203,233,140,0.924680259,QL2017
Beerwah3,305.5QL,305.5,157,146,184,152,209,233,153,0.924660808,QL2017
Beerwah3,368.5QL,368.5,157,146,184,152,209,233,153,0.924660808,QL2017
Mololahvalley,55.2QL,55.2,157,143,178,152,203,235,149,0.924559106,QL2017
Mololahvalley,544.2QL,544.2,157,143,178,152,201,231,137,0.924555864,QL2017
Beerwah2,291.4QL,291.4,159,146,184,150,205,235,140,0.924347695,QL2017
Mololahvalley,146.2QL,146.2,168,146,175,150,205,231,137,0.924142891,QL2017
Saharafarms,251.1QL,251.1,157,146,175,132,205,233,137,0.923948329,QL2017
Beerwah3,219.5QL,219.5,159,143,184,150,210,235,140,0.923929869,QL2017
Mololahvalley,56.2QL,56.2,159,143,181,154,212,233,137,0.923555518,QL2017
Mololahvalley,346.2QL,346.2,157,143,184,152,212,235,140,0.923445724,QL2017
Beerwah1,384.3QL,384.3,157,143,175,134,212,235,137,0.923135029,QL2017
Saharafarms,395.1QL,395.1,161,146,175,154,212,235,140,0.922886706,QL2017
Saharafarms,469.1QL,469.1,161,146,175,154,212,235,140,0.922886706,QL2017
Beerwah3,345.5QL,345.5,161,152,175,154,201,235,137,0.922863994,QL2017
Beerwah3,408.5QL,408.5,161,152,175,154,201,235,137,0.922863994,QL2017
Beerwah3,300.5QL,300.5,168,152,175,150,201,235,149,0.922532793,QL2017
Beerwah3,363.5QL,363.5,168,152,175,150,201,235,149,0.922532793,QL2017
Mololahvalley,529.2QL,529.2,159,146,181,154,205,235,137,0.922298114,QL2017
Mololahvalley,325.2QL,325.2,159,143,175,134,199,233,137,0.92228695,QL2017
Beerwah2,28.4QL,28.4,159,132,175,152,201,233,153,0.922170652,QL2017
Beerwah1,474.3QL,474.3,168,143,184,152,212,235,153,0.922164313,QL2017
Beerwah2,177.4QL,177.4,168,143,184,152,212,235,153,0.922164313,QL2017
Mololahvalley,26.2QL,26.2,157,143,175,182,201,233,137,0.922067657,QL2017
Beerwah1,296.3QL,296.3,159,143,184,154,209,235,153,0.921908337,QL2017
Beerwah2,424.4QL,424.4,159,143,178,154,210,233,137,0.9217349,QL2017
Beerwah1,485.3QL,485.3,159,146,184,132,201,231,153,0.921711741,QL2017
Mololahvalley,144.2QL,144.2,159,152,178,152,201,235,137,0.921627906,QL2017
Mololahvalley,512.2QL,512.2,159,152,178,152,201,235,137,0.921627906,QL2017
Beerwah1,116.3QL,116.3,166,143,175,152,201,233,149,0.921580268,QL2017
Beerwah2,331.4QL,331.4,159,143,181,132,201,233,140,0.921389232,QL2017
Beerwah2,211.4QL,211.4,168,146,184,180,201,235,140,0.921038782,QL2017
Beerwah2,371.4QL,371.4,168,146,175,156,203,231,140,0.920971747,QL2017
Beerwah3,151.5QL,151.5,157,152,175,152,201,231,140,0.920671808,QL2017
Beerwah3,159.5QL,159.5,157,152,175,152,201,231,140,0.920671808,QL2017
Saharafarms,13.1QL,13.1,159,143,175,182,203,233,149,0.920198147,QL2017
Beerwah2,24.4QL,24.4,157,146,178,154,201,235,153,0.919869018,QL2017
Beerwah2,262.4QL,262.4,157,143,184,152,209,233,140,0.919669864,QL2017
Mololahvalley,20.2QL,20.2,168,143,175,152,199,233,153,0.919407014,QL2017
Mololahvalley,91.2QL,91.2,159,152,175,134,201,235,153,0.91923745,QL2017
Beerwah2,378.4QL,378.4,168,146,175,154,205,231,149,0.91896652,QL2017
Mololahvalley,13.2QL,13.2,157,143,181,154,203,235,140,0.91881833,QL2017
Saharafarms,411.1QL,411.1,157,152,175,154,203,233,153,0.918810636,QL2017
Beerwah1,41.3QL,41.3,159,146,175,150,206,233,153,0.918533242,QL2017
Saharafarms,354.1QL,354.1,157,143,175,152,215,235,137,0.918504671,QL2017
Beerwah2,277.4QL,277.4,159,146,184,152,206,235,153,0.918184508,QL2017
Mololahvalley,47.2QL,47.2,159,143,178,150,203,235,140,0.918103616,QL2017
Beerwah3,82.5QL,82.5,157,146,175,154,212,231,140,0.91788839,QL2017
Mololahvalley,319.2QL,319.2,168,146,175,132,201,235,157,0.917259226,QL2017
Beerwah3,178.5QL,178.5,168,143,184,154,201,235,157,0.917258606,QL2017
Mololahvalley,384.2QL,384.2,159,146,178,134,203,233,149,0.91725361,QL2017
Saharafarms,147.1QL,147.1,157,146,184,152,195,233,137,0.916607797,QL2017
Mololahvalley,535.2QL,535.2,157,146,175,134,201,233,157,0.91616944,QL2017
Mololahvalley,239.2QL,239.2,163,146,175,152,203,235,140,0.915713529,QL2017
Beerwah3,262.5QL,262.5,159,143,184,154,212,235,153,0.915713229,QL2017
Beerwah2,374.4QL,374.4,157,143,184,152,201,233,157,0.915474777,QL2017
Saharafarms,280.1QL,280.1,159,143,175,154,215,233,149,0.915367335,QL2017
Mololahvalley,509.2QL,509.2,168,143,175,182,203,235,137,0.914822239,QL2017
Beerwah1,484.3QL,484.3,161,146,175,132,201,233,153,0.914726855,QL2017
Mololahvalley,78.2QL,78.2,157,143,178,152,203,233,149,0.914559583,QL2017
Saharafarms,438.1QL,438.1,159,146,184,180,203,233,149,0.914482839,QL2017
Beerwah1,19.3QL,19.3,159,146,175,152,206,231,153,0.914206718,QL2017
Mololahvalley,106.2QL,106.2,168,143,175,132,212,235,137,0.914085357,QL2017
Beerwah2,256.4QL,256.4,159,146,178,134,201,233,153,0.914077114,QL2017
Saharafarms,74.1QL,74.1,157,143,175,154,212,235,153,0.91368572,QL2017
Mololahvalley,394.2QL,394.2,157,146,184,154,201,233,157,0.913559093,QL2017
Mololahvalley,491.2QL,491.2,157,146,184,152,206,233,137,0.912874063,QL2017
Beerwah2,213.4QL,213.4,159,143,184,152,206,235,140,0.912785107,QL2017
Beerwah2,233.4QL,233.4,157,152,184,152,203,235,137,0.912557583,QL2017
