Collection site,name0,name1,Al1,Al2,Al3,Al4,Al5,Al6,Al7,Old prob,Cluster
7th Fourth Avenue Jannali,42.11SYD8,42.11,170,146,175,152,201,233,149,0.0038,PC2018
7th Fourth Avenue Jannali,97.11SYD8,97.11,170,146,175,152,201,233,149,0.0038,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,69.19SYD8,69.19,170,146,175,152,201,233,149,0.0038,PC2018
Ros House Woodland street,120.13SYD8,120.13,170,146,175,152,201,233,149,0.0038,PC2018
1 Oberon Cresc,54.8SYD8,54.8,170,143,175,154,201,233,149,0.00393,PC2018
20 Philip Rd Mona Vale,54.9SYD8,54.9,170,143,175,154,201,233,149,0.00393,PC2018
430 Mona Vale Rd.,153.1SYD8,153.1,170,143,175,154,201,233,149,0.00393,PC2018
67-71 Eton St Sutherland,10.6SYD8,10.6,170,143,175,154,201,233,149,0.00393,PC2018
67-71 Eton St Sutherland,81.6SYD8,81.6,170,143,175,154,201,233,149,0.00393,PC2018
67-71 Eton St Sutherland,154.6SYD8,154.6,170,143,175,154,201,233,149,0.00393,PC2018
7th Fourth Avenue Jannali,115.11SYD8,115.11,170,143,175,154,201,233,149,0.00393,PC2018
1 Oberon Cresc,70.8SYD8,70.8,170,143,175,152,205,233,149,0.0049,PC2018
20 Philip Rd Mona Vale,12.9SYD8,12.9,170,143,175,152,205,233,149,0.0049,PC2018
20 Philip Rd Mona Vale,39.9SYD8,39.9,170,143,175,152,205,233,149,0.0049,PC2018
20 Philip Rd Mona Vale,89.9SYD8,89.9,170,143,175,152,205,233,149,0.0049,PC2018
20 Philip Rd Mona Vale,164.9SYD8,164.9,170,143,175,152,205,233,149,0.0049,PC2018
430 Mona Vale Rd.,102.1SYD8,102.1,170,143,175,152,205,233,149,0.0049,PC2018
430 Mona Vale Rd.,112.3SYD8,112.3,170,143,175,152,205,233,149,0.0049,PC2018
430 Mona Vale Rd.,126.1SYD8,126.1,170,143,175,152,205,233,149,0.0049,PC2018
67-71 Eton St Sutherland,69.6SYD8,69.6,170,143,175,152,205,233,149,0.0049,PC2018
7th Fourth Avenue Jannali,18.11SYD8,18.11,170,143,175,152,205,233,149,0.0049,PC2018
7th Fourth Avenue Jannali,177.11SYD8,177.11,170,143,175,152,205,233,149,0.0049,PC2018
430 Mona Vale Rd.,71.1SYD8,71.1,170,143,175,152,203,233,137,0.00517,PC2018
430 Mona Vale Rd.,130.1SYD8,130.1,170,143,175,152,203,233,137,0.00517,PC2018
430 Mona Vale Rd.,105.3SYD8,105.3,159,143,175,152,201,235,149,0.00711,PC2018
430 Mona Vale Rd.,118.3SYD8,118.3,159,143,175,152,201,235,149,0.00711,PC2018
430 Mona Vale Rd.,159.3SYD8,159.3,159,143,175,152,201,235,149,0.00711,PC2018
8 Treatts Rd,49.5SYD8,49.5,159,143,175,152,201,235,149,0.00711,PC2018
430 Mona Vale Rd.,81.1SYD8,81.1,159,143,184,152,201,233,149,0.00792,PC2018
67-71 Eton St Sutherland,74.6SYD8,74.6,159,143,184,152,201,233,149,0.00792,PC2018
1 Oberon Cresc,15.8SYD8,15.8,170,143,184,152,201,235,149,0.00984,PC2018
1 Oberon Cresc,30.8SYD8,30.8,170,143,184,152,201,235,149,0.00984,PC2018
430 Mona Vale Rd.,56.3SYD8,56.3,170,143,184,152,201,235,149,0.00984,PC2018
67-71 Eton St Sutherland,50.6SYD8,50.6,170,143,184,152,201,235,149,0.00984,PC2018
67-71 Eton St Sutherland,145.6SYD8,145.6,170,143,184,152,201,235,149,0.00984,PC2018
7th Fourth Avenue Jannali,114.11SYD8,114.11,170,143,184,152,201,235,149,0.00984,PC2018
7th Fourth Avenue Jannali,133.11SYD8,133.11,170,143,184,152,201,235,149,0.00984,PC2018
8 Treatts Rd,23.5SYD8,23.5,170,143,184,152,201,235,149,0.00984,PC2018
20 Philip Rd Mona Vale,104.9SYD8,104.9,170,143,175,152,203,231,149,0.00986,PC2018
20 Philip Rd Mona Vale,156.9SYD8,156.9,170,143,175,152,203,231,149,0.00986,PC2018
20 Philip Rd Mona Vale,169.9SYD8,169.9,170,143,175,152,203,231,149,0.00986,PC2018
67-71 Eton St Sutherland,22.6SYD8,22.6,170,143,175,152,203,231,149,0.00986,PC2018
430 Mona Vale Rd.,99.1SYD8,99.1,159,143,175,152,209,233,149,0.01071,PC2018
7th Fourth Avenue Jannali,34.11SYD8,34.11,159,143,175,152,209,233,149,0.01071,PC2018
8 Treatts Rd,82.5SYD8,82.5,159,143,175,152,209,233,149,0.01071,PC2018
UNISYD,7.2SYD8,7.2,159,143,175,152,209,233,149,0.01071,PC2018
4 Goodlet St. Surry Hills,20.17SYD8,20.17,168,143,175,152,201,235,149,0.01122,PC2018
430 Mona Vale Rd.,90.3SYD8,90.3,168,143,175,152,201,235,149,0.01122,PC2018
7th Fourth Avenue Jannali,180.11SYD8,180.11,168,143,175,152,201,235,149,0.01122,PC2018
8 Treatts Rd,37.5SYD8,37.5,168,143,175,152,201,235,149,0.01122,PC2018
92 Griffiths St. balgowlah,91.18SYD8,91.18,168,143,175,152,201,235,149,0.01122,PC2018
92 Griffiths St. balgowlah,142.18SYD8,142.18,168,143,175,152,201,235,149,0.01122,PC2018
430 Mona Vale Rd.,131.3SYD8,131.3,168,143,184,152,201,233,149,0.01237,PC2018
7th Fourth Avenue Jannali,2.11SYD8,2.11,168,143,184,152,201,233,149,0.01237,PC2018
7th Fourth Avenue Jannali,19.11SYD8,19.11,168,143,184,152,201,233,149,0.01237,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,73.19SYD8,73.19,168,143,184,152,201,233,149,0.01237,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,143.19SYD8,143.19,168,143,184,152,201,233,149,0.01237,PC2018
Ros House Woodland street,125.13SYD8,125.13,168,143,184,152,201,233,149,0.01237,PC2018
1 Oberon Cresc,28.8SYD8,28.8,170,143,175,152,209,235,149,0.01313,PC2018
1 Oberon Cresc,61.8SYD8,61.8,170,143,175,152,209,235,149,0.01313,PC2018
430 Mona Vale Rd.,34.3SYD8,34.3,170,143,175,152,209,235,149,0.01313,PC2018
20 Philip Rd Mona Vale,135.9SYD8,135.9,159,143,175,152,201,233,137,0.01413,PC2018
92 Griffiths St. balgowlah,8.18SYD8,8.18,159,143,175,152,201,233,137,0.01413,PC2018
92 Griffiths St. balgowlah,180.18SYD8,180.18,159,143,175,152,201,233,137,0.01413,PC2018
Ros House Woodland street,4.13SYD8,4.13,159,143,175,152,201,233,137,0.01413,PC2018
Ros House Woodland street,184.13SYD8,184.13,159,143,175,152,201,233,137,0.01413,PC2018
67-71 Eton St Sutherland,107.6SYD8,107.6,170,143,184,152,209,233,149,0.01443,PC2018
7th Fourth Avenue Jannali,23.11SYD8,23.11,170,143,184,152,209,233,149,0.01443,PC2018
1 Oberon Cresc,53.8SYD8,53.8,168,143,175,152,209,233,149,0.01628,PC2018
67-71 Eton St Sutherland,1.6SYD8,1.6,168,143,175,152,209,233,149,0.01628,PC2018
430 Mona Vale Rd.,29.1SYD8,29.1,170,143,175,152,201,235,137,0.01709,PC2018
430 Mona Vale Rd.,79.3SYD8,79.3,170,143,175,152,201,235,137,0.01709,PC2018
67-71 Eton St Sutherland,73.6SYD8,73.6,170,143,175,152,201,235,137,0.01709,PC2018
7th Fourth Avenue Jannali,4.11SYD8,4.11,170,143,175,152,201,235,137,0.01709,PC2018
7th Fourth Avenue Jannali,36.11SYD8,36.11,170,143,175,152,201,235,137,0.01709,PC2018
7th Fourth Avenue Jannali,156.11SYD8,156.11,170,143,175,152,201,235,137,0.01709,PC2018
8 Treatts Rd,2.5SYD8,2.5,170,143,175,152,201,235,137,0.01709,PC2018
20 Philip Rd Mona Vale,134.9SYD8,134.9,170,143,175,150,203,233,149,0.01754,PC2018
430 Mona Vale Rd.,148.3SYD8,148.3,170,143,175,150,203,233,149,0.01754,PC2018
7th Fourth Avenue Jannali,134.11SYD8,134.11,170,143,175,150,203,233,149,0.01754,PC2018
67-71 Eton St Sutherland,108.6SYD8,108.6,170,143,184,152,201,233,137,0.01869,PC2018
8 Treatts Rd,107.5SYD8,107.5,170,143,184,152,201,233,137,0.01869,PC2018
4 Goodlet St. Surry Hills,96.7SYD8,96.7,170,146,175,152,203,233,149,0.01926,PC2018
430 Mona Vale Rd.,40.3SYD8,40.3,170,146,175,152,203,233,149,0.01926,PC2018
430 Mona Vale Rd.,135.3SYD8,135.3,170,143,175,154,203,233,149,0.01975,PC2018
430 Mona Vale Rd.,150.3SYD8,150.3,170,143,175,154,203,233,149,0.01975,PC2018
8 Treatts Rd,22.5SYD8,22.5,170,143,175,154,203,233,149,0.01975,PC2018
430 Mona Vale Rd.,122.3SYD8,122.3,168,143,175,152,201,233,137,0.02092,PC2018
7th Fourth Avenue Jannali,102.11SYD8,102.11,168,143,175,152,201,233,137,0.02092,PC2018
8 Treatts Rd,39.5SYD8,39.5,170,143,175,152,201,233,153,0.02296,PC2018
1 Oberon Cresc,34.8SYD8,34.8,170,143,175,152,209,233,137,0.02396,PC2018
430 Mona Vale Rd.,17.1SYD8,17.1,170,143,175,152,209,233,137,0.02396,PC2018
beauford Ave Ros parents,4.14SYD8,4.14,170,143,175,152,209,233,137,0.02396,PC2018
20 Philip Rd Mona Vale,25.9SYD8,25.9,170,143,184,152,201,231,149,0.03043,PC2018
430 Mona Vale Rd.,60.3SYD8,60.3,170,143,184,152,201,231,149,0.03043,PC2018
430 Mona Vale Rd.,142.1SYD8,142.1,170,143,184,152,201,231,149,0.03043,PC2018
430 Mona Vale Rd.,149.1SYD8,149.1,170,143,184,152,201,231,149,0.03043,PC2018
67-71 Eton St Sutherland,65.6SYD8,65.6,170,143,184,152,201,231,149,0.03043,PC2018
7th Fourth Avenue Jannali,66.11SYD8,66.11,170,143,184,152,201,231,149,0.03043,PC2018
beauford Ave Ros parents,127.14SYD8,127.14,170,143,184,152,201,231,149,0.03043,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,17.19SYD8,17.19,170,143,184,152,201,231,149,0.03043,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,26.19SYD8,26.19,170,143,184,152,201,231,149,0.03043,PC2018
8 Treatts Rd,35.5SYD8,35.5,159,143,184,152,203,233,149,0.03243,PC2018
20 Philip Rd Mona Vale,167.9SYD8,167.9,168,143,175,152,201,231,149,0.03361,PC2018
430 Mona Vale Rd.,88.3SYD8,88.3,168,143,175,152,201,231,149,0.03361,PC2018
430 Mona Vale Rd.,157.3SYD8,157.3,168,143,175,152,201,231,149,0.03361,PC2018
38 Park Ave Ashfield,62.12SYD8,62.12,170,143,184,152,203,235,149,0.03781,PC2018
38 Park Ave Ashfield,112.12SYD8,112.12,170,143,184,152,203,235,149,0.03781,PC2018
430 Mona Vale Rd.,85.3SYD8,85.3,170,143,184,152,203,235,149,0.03781,PC2018
1 Oberon Cresc,26.8SYD8,26.8,170,143,175,152,209,231,149,0.03785,PC2018
4 Goodlet St. Surry Hills,23.7SYD8,23.7,170,143,175,152,209,231,149,0.03785,PC2018
4 Goodlet St. Surry Hills,66.7SYD8,66.7,170,143,175,152,209,231,149,0.03785,PC2018
4 Goodlet St. Surry Hills,81.7SYD8,81.7,170,143,175,152,209,231,149,0.03785,PC2018
4 Goodlet St. Surry Hills,86.7SYD8,86.7,170,143,175,152,209,231,149,0.03785,PC2018
430 Mona Vale Rd.,74.3SYD8,74.3,170,143,175,152,209,231,149,0.03785,PC2018
67-71 Eton St Sutherland,189.6SYD8,189.6,170,143,175,152,209,231,149,0.03785,PC2018
8 Treatts Rd,29.5SYD8,29.5,170,143,175,152,209,231,149,0.03785,PC2018
4 Goodlet St. Surry Hills,50.17SYD8,50.17,159,143,175,150,201,233,149,0.03795,PC2018
1 Oberon Cresc,27.8SYD8,27.8,168,143,175,152,203,235,149,0.0415,PC2018
67-71 Eton St Sutherland,82.6SYD8,82.6,168,143,175,152,203,235,149,0.0415,PC2018
8 Treatts Rd,69.5SYD8,69.5,168,143,175,152,203,235,149,0.0415,PC2018
92 Griffiths St. balgowlah,94.18SYD8,94.18,168,143,175,152,203,235,149,0.0415,PC2018
7th Fourth Avenue Jannali,61.11SYD8,61.11,159,143,175,154,201,233,149,0.04177,PC2018
7th Fourth Avenue Jannali,139.11SYD8,139.11,159,143,175,154,201,233,149,0.04177,PC2018
1 Belmore st. North parramatta,2.16SYD8,2.16,170,143,175,150,201,235,149,0.04394,PC2018
430 Mona Vale Rd.,77.3SYD8,77.3,170,143,175,150,201,235,149,0.04394,PC2018
430 Mona Vale Rd.,111.1SYD8,111.1,170,143,175,150,201,235,149,0.04394,PC2018
430 Mona Vale Rd.,146.3SYD8,146.3,170,143,175,150,201,235,149,0.04394,PC2018
92 Griffiths St. balgowlah,39.18SYD8,39.18,170,143,175,150,201,235,149,0.04394,PC2018
92 Griffiths St. balgowlah,29.18SYD8,29.18,168,143,184,152,203,233,149,0.04449,PC2018
Ros House Woodland street,159.13SYD8,159.13,168,143,184,152,203,233,149,0.04449,PC2018
20 Philip Rd Mona Vale,72.9SYD8,72.9,170,143,175,152,201,231,137,0.0462,PC2018
20 Philip Rd Mona Vale,155.9SYD8,155.9,170,143,175,152,201,231,137,0.0462,PC2018
8 Treatts Rd,62.5SYD8,62.5,170,143,175,152,201,231,137,0.0462,PC2018
8 Treatts Rd,76.5SYD8,76.5,170,143,175,152,201,231,137,0.0462,PC2018
20 Philip Rd Mona Vale,53.9SYD8,53.9,170,143,184,150,201,233,149,0.04704,PC2018
67-71 Eton St Sutherland,14.6SYD8,14.6,170,143,184,150,201,233,149,0.04704,PC2018
92 Griffiths St. balgowlah,156.18SYD8,156.18,170,143,184,150,201,233,149,0.04704,PC2018
Strickland Avenue 25,10.15SYD8,10.15,170,143,184,150,201,233,149,0.04704,PC2018
7th Fourth Avenue Jannali,79.11SYD8,79.11,170,146,175,152,201,235,149,0.04724,PC2018
20 Philip Rd Mona Vale,59.9SYD8,59.9,159,143,175,152,205,233,149,0.04737,PC2018
20 Philip Rd Mona Vale,173.9SYD8,173.9,159,143,175,152,205,233,149,0.04737,PC2018
430 Mona Vale Rd.,71.3SYD8,71.3,159,143,175,152,205,233,149,0.04737,PC2018
430 Mona Vale Rd.,136.1SYD8,136.1,159,143,175,152,205,233,149,0.04737,PC2018
430 Mona Vale Rd.,160.3SYD8,160.3,159,143,175,152,205,233,149,0.04737,PC2018
20 Philip Rd Mona Vale,58.9SYD8,58.9,170,143,175,154,201,235,149,0.04815,PC2018
430 Mona Vale Rd.,61.3SYD8,61.3,170,143,175,154,201,235,149,0.04815,PC2018
67-71 Eton St Sutherland,155.6SYD8,155.6,170,143,175,154,201,235,149,0.04815,PC2018
7th Fourth Avenue Jannali,118.11SYD8,118.11,170,143,175,154,201,235,149,0.04815,PC2018
8 Treatts Rd,43.5SYD8,43.5,170,143,175,154,201,235,149,0.04815,PC2018
20 Philip Rd Mona Vale,14.9SYD8,14.9,159,143,175,152,203,233,137,0.04886,PC2018
7th Fourth Avenue Jannali,89.11SYD8,89.11,159,143,175,152,203,233,137,0.04886,PC2018
7th Fourth Avenue Jannali,185.11SYD8,185.11,159,143,175,152,203,233,137,0.04886,PC2018
67-71 Eton St Sutherland,153.6SYD8,153.6,170,146,184,152,201,233,149,0.0505,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,71.19SYD8,71.19,170,146,184,152,201,233,149,0.0505,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,111.19SYD8,111.19,170,146,184,152,201,233,149,0.0505,PC2018
67-71 Eton St Sutherland,127.6SYD8,127.6,170,143,184,154,201,233,149,0.05145,PC2018
7th Fourth Avenue Jannali,121.11SYD8,121.11,170,143,184,154,201,233,149,0.05145,PC2018
8 Treatts Rd,56.5SYD8,56.5,170,143,184,154,201,233,149,0.05145,PC2018
20 Philip Rd Mona Vale,4.9SYD8,4.9,170,143,175,152,205,235,149,0.0543,PC2018
20 Philip Rd Mona Vale,15.9SYD8,15.9,170,143,175,152,205,235,149,0.0543,PC2018
67-71 Eton St Sutherland,92.6SYD8,92.6,170,143,175,152,205,235,149,0.0543,PC2018
1 Oberon Cresc,43.8SYD8,43.8,168,146,175,152,201,233,149,0.05497,PC2018
4 Goodlet St. Surry Hills,32.17SYD8,32.17,168,146,175,152,201,233,149,0.05497,PC2018
4 Goodlet St. Surry Hills,34.17SYD8,34.17,168,146,175,152,201,233,149,0.05497,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,178.19SYD8,178.19,168,146,175,152,201,233,149,0.05497,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,184.19SYD8,184.19,168,146,175,152,201,233,149,0.05497,PC2018
430 Mona Vale Rd.,121.3SYD8,121.3,170,143,175,152,203,235,137,0.05593,PC2018
67-71 Eton St Sutherland,130.6SYD8,130.6,170,143,175,152,203,235,137,0.05593,PC2018
430 Mona Vale Rd.,75.1SYD8,75.1,168,143,175,154,201,233,149,0.05598,PC2018
430 Mona Vale Rd.,97.1SYD8,97.1,168,143,175,154,201,233,149,0.05598,PC2018
430 Mona Vale Rd.,137.3SYD8,137.3,168,143,175,154,201,233,149,0.05598,PC2018
7th Fourth Avenue Jannali,157.11SYD8,157.11,168,143,175,154,201,233,149,0.05598,PC2018
8 Treatts Rd,24.5SYD8,24.5,168,143,175,154,201,233,149,0.05598,PC2018
430 Mona Vale Rd.,47.1SYD8,47.1,170,143,175,150,209,233,149,0.05693,PC2018
430 Mona Vale Rd.,112.1SYD8,112.1,170,143,175,150,209,233,149,0.05693,PC2018
430 Mona Vale Rd.,143.3SYD8,143.3,170,143,175,150,209,233,149,0.05693,PC2018
67-71 Eton St Sutherland,174.6SYD8,174.6,170,143,175,150,209,233,149,0.05693,PC2018
7th Fourth Avenue Jannali,25.11SYD8,25.11,170,143,175,150,209,233,149,0.05693,PC2018
7th Fourth Avenue Jannali,110.11SYD8,110.11,170,143,175,150,209,233,149,0.05693,PC2018
92 Griffiths St. balgowlah,67.18SYD8,67.18,170,143,175,150,209,233,149,0.05693,PC2018
beauford Ave Ros parents,17.14SYD8,17.14,170,143,175,150,209,233,149,0.05693,PC2018
beauford Ave Ros parents,90.14SYD8,90.14,170,143,175,150,209,233,149,0.05693,PC2018
beauford Ave Ros parents,139.14SYD8,139.14,170,143,175,150,209,233,149,0.05693,PC2018
430 Mona Vale Rd.,6.1SYD8,6.1,170,143,184,152,205,233,149,0.05787,PC2018
430 Mona Vale Rd.,68.3SYD8,68.3,170,143,184,152,205,233,149,0.05787,PC2018
430 Mona Vale Rd.,105.1SYD8,105.1,170,143,184,152,205,233,149,0.05787,PC2018
7th Fourth Avenue Jannali,41.11SYD8,41.11,170,143,184,152,205,233,149,0.05787,PC2018
7th Fourth Avenue Jannali,170.11SYD8,170.11,170,143,184,152,205,233,149,0.05787,PC2018
7th Fourth Avenue Jannali,176.11SYD8,176.11,170,143,184,152,205,233,149,0.05787,PC2018
92 Griffiths St. balgowlah,161.18SYD8,161.18,170,143,184,152,205,233,149,0.05787,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,119.19SYD8,119.19,170,143,184,152,205,233,149,0.05787,PC2018
8 Treatts Rd,109.5SYD8,109.5,170,143,181,152,201,233,149,0.05797,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,4.19SYD8,4.19,170,143,181,152,201,233,149,0.05797,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,23.19SYD8,23.19,170,143,181,152,201,233,149,0.05797,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,27.19SYD8,27.19,170,143,181,152,201,233,149,0.05797,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,40.19SYD8,40.19,170,143,181,152,201,233,149,0.05797,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,56.19SYD8,56.19,170,143,181,152,201,233,149,0.05797,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,57.19SYD8,57.19,170,143,181,152,201,233,149,0.05797,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,84.19SYD8,84.19,170,143,181,152,201,233,149,0.05797,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,140.19SYD8,140.19,170,143,181,152,201,233,149,0.05797,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,160.19SYD8,160.19,170,143,181,152,201,233,149,0.05797,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,164.19SYD8,164.19,170,143,181,152,201,233,149,0.05797,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,174.19SYD8,174.19,170,143,181,152,201,233,149,0.05797,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,179.19SYD8,179.19,170,143,181,152,201,233,149,0.05797,PC2018
20 Philip Rd Mona Vale,37.9SYD8,37.9,170,143,184,152,203,233,137,0.05957,PC2018
38 Park Ave Ashfield,107.12SYD8,107.12,170,143,184,152,203,233,137,0.05957,PC2018
7th Fourth Avenue Jannali,35.11SYD8,35.11,170,143,184,152,203,233,137,0.05957,PC2018
430 Mona Vale Rd.,49.3SYD8,49.3,170,143,175,154,209,233,149,0.06193,PC2018
20 Philip Rd Mona Vale,18.9SYD8,18.9,168,143,175,152,205,233,149,0.06275,PC2018
1 Oberon Cresc,40.8SYD8,40.8,168,143,175,152,203,233,137,0.06454,PC2018
92 Griffiths St. balgowlah,112.18SYD8,112.18,168,143,175,152,203,233,137,0.06454,PC2018
1 Oberon Cresc,48.8SYD8,48.8,170,143,175,150,201,233,137,0.0678,PC2018
67-71 Eton St Sutherland,172.6SYD8,172.6,170,143,175,150,201,233,137,0.0678,PC2018
67-71 Eton St Sutherland,182.6SYD8,182.6,170,143,175,150,201,233,137,0.0678,PC2018
beauford Ave Ros parents,82.14SYD8,82.14,170,143,175,150,201,233,137,0.0678,PC2018
8 Treatts Rd,102.5SYD8,102.5,170,143,175,152,203,233,153,0.06894,PC2018
430 Mona Vale Rd.,90.1SYD8,90.1,159,143,184,152,201,235,149,0.07065,PC2018
430 Mona Vale Rd.,99.3SYD8,99.3,159,143,184,152,201,235,149,0.07065,PC2018
67-71 Eton St Sutherland,46.6SYD8,46.6,159,143,184,152,201,235,149,0.07065,PC2018
67-71 Eton St Sutherland,159.6SYD8,159.6,159,143,175,152,203,231,149,0.07073,PC2018
67-71 Eton St Sutherland,157.6SYD8,157.6,170,146,175,152,201,233,137,0.07217,PC2018
67-71 Eton St Sutherland,124.6SYD8,124.6,170,143,175,154,201,233,137,0.07336,PC2018
67-71 Eton St Sutherland,149.6SYD8,149.6,170,143,175,154,201,233,137,0.07336,PC2018
7th Fourth Avenue Jannali,11.11SYD8,11.11,170,143,175,154,201,233,137,0.07336,PC2018
20 Philip Rd Mona Vale,3.9SYD8,3.9,170,143,184,152,203,231,149,0.08417,PC2018
Ros House Woodland street,40.13SYD8,40.13,170,143,184,152,203,231,149,0.08417,PC2018
1 Oberon Cresc,41.8SYD8,41.8,168,143,184,152,201,235,149,0.0902,PC2018
UNISYD,75.2SYD8,75.2,168,143,184,152,201,235,149,0.0902,PC2018
92 Griffiths St. balgowlah,108.18SYD8,108.18,168,143,175,152,203,231,149,0.0903,PC2018
4 Goodlet St. Surry Hills,10.7SYD8,10.7,170,143,175,150,201,231,149,0.09428,PC2018
4 Goodlet St. Surry Hills,15.7SYD8,15.7,170,143,175,150,201,231,149,0.09428,PC2018
4 Goodlet St. Surry Hills,18.7SYD8,18.7,170,143,175,150,201,231,149,0.09428,PC2018
4 Goodlet St. Surry Hills,20.7SYD8,20.7,170,143,175,150,201,231,149,0.09428,PC2018
4 Goodlet St. Surry Hills,34.7SYD8,34.7,170,143,175,150,201,231,149,0.09428,PC2018
4 Goodlet St. Surry Hills,42.7SYD8,42.7,170,143,175,150,201,231,149,0.09428,PC2018
4 Goodlet St. Surry Hills,53.7SYD8,53.7,170,143,175,150,201,231,149,0.09428,PC2018
4 Goodlet St. Surry Hills,71.7SYD8,71.7,170,143,175,150,201,231,149,0.09428,PC2018
4 Goodlet St. Surry Hills,74.7SYD8,74.7,170,143,175,150,201,231,149,0.09428,PC2018
4 Goodlet St. Surry Hills,84.7SYD8,84.7,170,143,175,150,201,231,149,0.09428,PC2018
4 Goodlet St. Surry Hills,85.7SYD8,85.7,170,143,175,150,201,231,149,0.09428,PC2018
4 Goodlet St. Surry Hills,97.7SYD8,97.7,170,143,175,150,201,231,149,0.09428,PC2018
4 Goodlet St. Surry Hills,99.7SYD8,99.7,170,143,175,150,201,231,149,0.09428,PC2018
430 Mona Vale Rd.,77.1SYD8,77.1,170,143,175,150,201,231,149,0.09428,PC2018
8 Treatts Rd,92.5SYD8,92.5,170,143,175,150,201,231,149,0.09428,PC2018
8 Treatts Rd,96.5SYD8,96.5,170,143,175,150,201,231,149,0.09428,PC2018
7th Fourth Avenue Jannali,45.11SYD8,45.11,170,143,184,152,209,235,149,0.09813,PC2018
8 Treatts Rd,12.5SYD8,12.5,170,143,184,152,209,235,149,0.09813,PC2018
8 Treatts Rd,40.5SYD8,40.5,159,143,175,150,203,233,149,0.09842,PC2018
beauford Ave Ros parents,63.14SYD8,63.14,159,143,175,150,203,233,149,0.09842,PC2018
20 Philip Rd Mona Vale,102.9SYD8,102.9,170,146,175,152,201,231,149,0.09959,PC2018
67-71 Eton St Sutherland,79.6SYD8,79.6,170,146,175,152,201,231,149,0.09959,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,8.19SYD8,8.19,170,146,175,152,201,231,149,0.09959,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,80.19SYD8,80.19,170,146,175,152,201,231,149,0.09959,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,132.19SYD8,132.19,170,146,175,152,201,231,149,0.09959,PC2018
7th Fourth Avenue Jannali,92.11SYD8,92.11,170,143,175,154,201,231,149,0.10103,PC2018
38 Park Ave Ashfield,50.12SYD8,50.12,159,143,184,152,201,233,137,0.10206,PC2018
38 Park Ave Ashfield,105.12SYD8,105.12,159,143,184,152,201,233,137,0.10206,PC2018
67-71 Eton St Sutherland,59.6SYD8,59.6,159,143,184,152,201,233,137,0.10206,PC2018
7th Fourth Avenue Jannali,119.11SYD8,119.11,159,143,184,152,201,233,137,0.10206,PC2018
4 Goodlet St. Surry Hills,55.17SYD8,55.17,159,146,175,152,203,233,149,0.10386,PC2018
67-71 Eton St Sutherland,133.6SYD8,133.6,168,143,175,152,209,235,149,0.10482,PC2018
430 Mona Vale Rd.,12.1SYD8,12.1,159,143,175,154,203,233,149,0.10534,PC2018
430 Mona Vale Rd.,58.1SYD8,58.1,159,143,175,154,203,233,149,0.10534,PC2018
430 Mona Vale Rd.,72.1SYD8,72.1,159,143,175,154,203,233,149,0.10534,PC2018
430 Mona Vale Rd.,82.1SYD8,82.1,159,143,175,154,203,233,149,0.10534,PC2018
430 Mona Vale Rd.,114.1SYD8,114.1,159,143,175,154,203,233,149,0.10534,PC2018
430 Mona Vale Rd.,148.1SYD8,148.1,159,143,175,154,203,233,149,0.10534,PC2018
67-71 Eton St Sutherland,180.6SYD8,180.6,170,143,175,150,203,235,149,0.10918,PC2018
8 Treatts Rd,110.5SYD8,110.5,170,143,175,150,203,235,149,0.10918,PC2018
4 Goodlet St. Surry Hills,44.17SYD8,44.17,168,143,184,152,209,233,149,0.11012,PC2018
430 Mona Vale Rd.,22.3SYD8,22.3,168,143,184,152,209,233,149,0.11012,PC2018
20 Philip Rd Mona Vale,91.9SYD8,91.9,170,143,175,152,205,231,149,0.11064,PC2018
67-71 Eton St Sutherland,170.6SYD8,170.6,170,143,175,152,205,231,149,0.11064,PC2018
67-71 Eton St Sutherland,173.6SYD8,173.6,170,143,184,152,201,235,137,0.11304,PC2018
1 Oberon Cresc,18.8SYD8,18.8,170,143,175,152,203,231,137,0.11314,PC2018
