(Fila vacia),,,,,,,,,,,,,,,,,,
284,1,0.097,263.4RG,230.1RG,72.3,266.3,93.1,,,,,,,,,,,
285,1,0.1184,188.4RG,36.1,341.2,144.2,512.2,233.4,494.3,108.1,,,,,,,,
286,1,0.0991,406.2RG,9.5,282.1,426.2,65.2,454.3,267.1,75.5,,,,,,,,
287,1,0.0997,221.3RG,263.3RG,209.1RG,198.1,453.3,18.2,109.3,431.3,341.3,,,,,,,
288,1,0.0991,494.2RG,464.3,189.1,107.1,308.1,412.1,,,,,,,,,,
289,0.1877,0.0189,399.4RG,173.5RG,443.1RG,173.1,225.2,100.3,163.3,168.3,,,,,,,,
290,1,0.0979,8.4RG,274.5,164.4,178.4,225.1,463.2,49.2,,,,,,,,,
291,1,0.0971,441.4RG,485.2RG,329.2,354.1,,,,,,,,,,,,
292,1,0.0991,180.1RG,427.3,54.2,203.5,150.1,,,,,,,,,,,
293,1,0.0989,248.3RG,204.4RG,93.5,223.5,154.3,189.3,,,,,,,,,,
294,0.6579,0.0655,86.2RG,199.1,123.4,20.1,354.3,38.2,,,,,,,,,,
295,0.3973,0.0393,208.3RG,382.3RG,84.5RG,340.5,403.5,497.2,485.3,161.1,138.1,,,,,,,
296,1,0.0983,265.4RG,26.1RG,11.2,435.3,403.4,70.5,,,,,,,,,,
297,1,0.0991,269.2RG,499.2,200.2,153.4,282.5,92.4,21.2,,,,,,,,,
298,1,0.0993,229.5RG,478.2,274.4,404.3,,,,,,,,,,,,
299,0.8985,0.0896,85.1RG,298.1,188.2,35.4,229.1,151.2,340.4,236.2,,,,,,,,
300,1,0.1037,347.1RG,358.1RG,391.4,308.5,371.5,,,,,,,,,,,
301,1,0.0987,446.2RG,160.5,188.5,373.3,349.3,,,,,,,,,,,
302,0.6508,0.0648,252.2RG,60.4,30.5,348.3,384.2,370.2,24.2,238.3,412.2,67.4,,,,,,
303,1,0.0987,352.1RG,285.4RG,49.1,318.4,427.1,362.1,493.3,,,,,,,,,
304,1,0.0979,201.5RG,122.4,284.1,33.3,208.5,,,,,,,,,,,
305,1,0.0033,106.4RG,205.2,445.1,153.3,344.4,317.1,463.1,,,,,,,,,
306,1,0.0992,134.1RG,106.2,445.2,85.3,309.4,191.5,32.2,16.5,,,,,,,,
307,1,0.0992,254.5RG,300.5,363.5,70.2,439.3,104.2,218.4,382.4,431.1,,,,,,,
308,1,0.0999,297.4RG,12.5,312.3,262.1,397.3,449.2,137.1,342.3,81.1,327.1,,,,,,
309,1,0.098,37.1RG,186.1,221.2,440.3,447.4,,,,,,,,,,,
310,0.8142,0.0807,101.3RG,384.3,44.5,348.4,220.2,24.5,278.4,266.1,,,,,,,,
311,1,0.0993,67.3RG,173.4,82.2,442.3,332.5,395.5,374.1,336.4,427.4,118.5,,,,,,
312,1,0.0927,71.4RG,518.1,260.2,248.4,,,,,,,,,,,,
313,1,0.0993,326.4RG,146.2,211.4,253.3,251.5,111.1,255.3,345.2,58.2,,,,,,,
314,1,0.0976,476.2RG,209.5,495.1,424.1,201.2,243.1,,,,,,,,,,
315,1,0.0976,455.1,147.2,168.4,18.3,419.3,525.2,,,,,,,,,,
316,0.1382,0.0138,233.5,383.2,255.1,231.4,287.1,246.3,360.4,22.1,268.4,142.1,135.2,262.2,315.4,345.1,7.2,
317,1,0.0991,207.5,346.2,474.3,177.4,401.1,435.4,235.5,222.2,,,,,,,,
318,1,0.0985,414.4,231.2,367.1,359.3,87.1,460.1,9.4,134.4,,,,,,,,
319,0.8341,0.0811,323.1,210.2,181.4,419.1,99.1,16.2,,,,,,,,,,
320,1,0.0993,309.5,372.5,136.3,25.5,56.2,97.2,186.4,217.5,,,,,,,,
321,1,0.0985,180.5,58.4,428.2,281.5,312.5,375.5,,,,,,,,,,
322,1,0.0977,334.5,397.5,144.4,261.2,505.2,,,,,,,,,,,
323,1,0.1016,280.4,31.4,279.4,335.2,89.5,270.3,64.4,184.4,368.1,,,,,,,
324,0.7686,0.0767,275.5,325.2,269.5,329.1,356.2,194.2,23.1,77.4,52.5,377.4,,,,,,
325,1,0.0614,94.1,237.4,73.5,309.1,340.3,196.3,202.3,,,,,,,,,
326,1,0.0992,61.4,280.1,89.3,182.4,441.2,251.2,29.2,88.1,501.1,,,,,,,
327,1,0.0976,399.2,450.3,160.3,302.5,365.5,163.1,467.2,185.1,,,,,,,,
328,1,0.0994,361.4,301.1,340.1,505.1,80.2,419.2,350.3,480.1,138.3,,,,,,,
329,1,0.0984,305.5,368.5,191.3,59.4,161.5,60.1,257.1,264.3,,,,,,,,
330,1,0.0994,291.4,253.4,342.5,405.5,271.3,76.5,203.1,194.4,,,,,,,,
331,1,0.0975,251.1,355.3,231.3,272.3,66.2,,,,,,,,,,,
332,0.9998,0.1015,395.1,469.1,77.1,140.3,133.3,222.3,208.2,283.1,222.1,313.1,289.4,36.2,,,,
333,1,0.0993,529.2,408.2,129.3,412.4,513.1,504.2,78.3,415.4,197.2,,,,,,,
334,1,0.0805,26.2,29.3,43.3,72.1,270.4,23.4,,,,,,,,,,
335,1,0.0997,331.4,515.2,171.2,165.4,288.2,135.3,9.1,328.4,202.5,249.5,323.2,,,,,
336,1,0.098,151.5,159.5,4.5,121.5,417.3,71.5,154.5,,,,,,,,,
337,0.034,0.0034,24.4,540.2,285.5,348.5,365.2,398.1,495.3,68.5,399.3,,,,,,,
338,1,0.0761,378.4,482.2,257.4,240.4,370.3,172.5,,,,,,,,,,
339,1,0.0995,41.3,164.3,76.1,27.4,401.3,369.1,20.5,150.4,442.4,,,,,,,
340,1,0.0992,82.5,33.5,156.5,1.5,36.3,212.3,451.3,321.5,384.5,142.5,157.5,200.5,,,,
341,0.9656,0.0973,147.1,170.3,438.4,279.3,381.1,430.4,332.3,171.1,121.3,394.1,331.2,,,,,
342,1,0.0991,484.3,324.5,387.5,205.1,235.3,492.3,382.1,,,,,,,,,
343,1,0.0972,74.1,386.4,97.1,161.3,191.1,429.2,405.4,,,,,,,,,
344,1,0.0991,441.3,206.2,530.2,160.1,123.3,49.3,407.1,198.3,40.5,,,,,,,
345,1,0.0987,177.3,516.1,88.2,8.1,359.2,223.1,116.4,100.4,,,,,,,,
346,1,0.0987,25.2,251.4,19.2,130.3,387.3,169.5,38.1,,,,,,,,,
347,1,0.0967,305.2,337.4,156.1,234.2,95.1,,,,,,,,,,,
348,1,0.0112,250.4,67.1,357.4,211.2,287.5,350.5,266.4,349.1,,,,,,,,
349,1,0.0992,333.2,461.2,46.5,9.2,405.3,112.4,278.2,364.3,489.2,,,,,,,
350,1,0.0983,19.5,460.2,24.1,103.3,545.2,166.1,268.3,,,,,,,,,
351,1,0.0996,71.3,2.5,135.5,119.5,298.5,361.5,217.3,171.4,67.2,272.4,77.5,136.5,190.2,,,
352,1,0.0982,353.2,85.4,56.1,364.4,356.4,423.4,330.1,117.3,295.1,,,,,,,
353,1,0.0978,51.4,261.5,111.5,195.5,232.2,141.3,52.2,,,,,,,,,
354,0.5556,0.0526,329.5,392.5,139.1,376.2,6.2,,,,,,,,,,,
355,1,0.0992,410.1,29.4,173.3,197.3,250.3,33.4,167.5,283.2,288.1,,,,,,,
356,1,0.0985,10.2,305.4,415.3,289.5,352.5,18.5,,,,,,,,,,
357,1,0.0991,219.3,14.5,183.2,408.1,299.3,84.4,93.4,78.5,158.3,,,,,,,
358,1,0.0979,60.3,252.3,257.3,98.5,277.3,193.5,280.3,249.4,,,,,,,,
359,1,0.0931,81.3,169.1,248.1,342.1,,,,,,,,,,,,
360,1,0.0982,121.4,216.3,415.2,352.4,337.2,225.5,,,,,,,,,,
361,0.9988,0.0997,256.5,131.4,408.3,265.1,166.4,352.2,184.5,128.1,472.3,226.4,60.2,300.1,,,,
362,0.9425,0.0939,526.2,134.3,244.1,221.4,308.3,353.3,9.3,406.3,254.1,490.1,267.4,514.2,,,,
363,1,0.0988,383.3,198.5,403.1,481.1,106.3,17.4,244.2,379.1,,,,,,,,
364,1,0.0992,94.3,71.2,187.1,291.5,354.5,43.2,102.2,522.1,404.2,524.2,48.1,,,,,
365,1,0.0997,2.2,456.1,265.5,55.4,169.3,203.4,99.5,512.1,144.3,225.4,319.4,338.1,,,,
366,1,0.0971,58.5,27.3,23.5,527.2,27.5,316.5,379.5,179.5,51.5,,,,,,,
367,1,0.1,45.3,3.1,284.4,133.2,199.2,294.5,357.5,295.5,358.5,47.1,78.1,125.1,192.3,,,
368,1,0.0988,155.1,62.3,27.1,479.1,38.3,413.3,414.2,87.3,344.2,,,,,,,
369,1,0.0995,2.3,66.3,96.5,311.5,374.5,15.5,83.5,205.3,123.5,136.4,3.5,479.2,430.1,,,
370,1,0.0941,79.1,459.1,468.1,493.1,,,,,,,,,,,,
371,1,0.0991,331.5,394.5,11.1,59.1,222.5,109.1,448.3,157.2,382.2,190.1,,,,,,
372,1,0.0988,478.3,16.1,357.1,220.3,18.4,425.4,157.1,,,,,,,,,
373,1,0.0992,254.4,343.2,176.5,315.3,261.1,182.3,190.5,,,,,,,,,
374,1,0.099,343.3,247.5,45.2,489.1,10.5,98.2,314.1,237.3,142.2,152.1,,,,,,
375,0.1127,0.0112,226.5,6.5,125.3,216.1,87.5,123.1,151.1,92.1,14.4,276.3,195.4,89.4,,,,
376,1,0.0985,298.3,212.5,345.3,320.1,35.3,42.1,389.1,506.1,,,,,,,,
377,1,0.0991,239.3,85.5,449.4,106.5,153.5,102.3,377.3,74.3,269.3,434.1,,,,,,
378,1,0.0988,281.3,22.4,328.5,391.5,12.2,118.2,480.2,19.1,,,,,,,,
